Aircraft id,Aircraft name,Manufacturer,Country,Category,Role,Engine_type,Engines,WTC,Seats,First_flight,Last_manufactured,Number_built
_G164_4,Mid-Continent G-164 King Cat,Mid-Continent Aircraft Corporation,United States,Landplane,Agricultural,Piston,1,Light,1,,,
_G164_5,Schweizer G-164 Ag-Cat,Schweizer Aircraft Corporation,United States,Landplane,Agricultural,Piston,1,Light,1,,,
_G164_6,Serv-Aero G-164 Ag-Cat-Leo,Serv-Aero Engineering Inc,United States,Landplane,Agricultural,Piston,1,Light,1,,,
_G200_1,Akrotech G-200,Akrotech Aviation Inc,United States,Landplane,General Aviation,Piston,1,Light,,,,
_G202_1,Akrotech G-202,Akrotech Aviation Inc,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_G222_1,Alenia G-222,Alenia Aeronautica,Italy,Landplane,Military Cargo,Turboprop,2,Medium,4,,,
_G250_1,IAI Gulfstream G250,Israel Aerospace Industries (IAI),Israel,Landplane,Business Jet,Jet,2,Medium,10,,,
_G280_1,Gulfstream Aerospace Gulfstream G280,Israel Aerospace Industries (IAI),Israel,Landplane,Business Jet,Jet,2,Medium,10,2009,,
_G300_1,Akrotech G-300,Akrotech Aviation Inc,United States,Landplane,_unknown_,Piston,1,Light,,,,
_G44_1,Gannet G-44 Super Widgeon,Gannet Aircraft,United States,Amphibian,General Aviation,Piston,2,Light,6,,,
_G44_2,Mckinnon G-44 Super Widgeon,McKinnon Enterprises Inc,United States,Amphibian,General Aviation,Piston,2,Light,6,,,
_G44_3,Scan SCAN-30,Soci&eacute;t&eacute; des Constructions A&eacute;ro-Navales,France,Amphibian,General Aviation,Piston,2,Light,6,,,
_G64T_1,Ag-Cat G-164 Super Turbine,Ag-Cat Corporation,United States,Landplane,Agricultural,Turboprop,1,Light,1,,,
_G64T_2,Ethiopian Airlines G-164 Eshet,Ethiopian Airlines Enterprise,Ethiopia,Landplane,Agricultural,Turboprop,1,Light,1,,,
_G64T_3,Frakes G-164 Turbo Cat,Frakes Aviation Inc,United States,Landplane,Agricultural,Turboprop,1,Light,1,,,
_G64T_4,Grumman American G-164 Turbo Ag-Cat,Grumman American Aviation Corporation,United States,Landplane,Agricultural,Turboprop,1,Light,1,,,
_G64T_5,Gulfstream American G-164 Turbo Ag-Cat,Gulfstream American Corporation,United States,Landplane,Agricultural,Turboprop,1,Light,1,,,
_G64T_6,Marsh G-164 Turbo Cat,Marsh Aviation Company,United States,Landplane,Agricultural,Turboprop,1,Light,1,,,
_G64T_7,Schweizer G-164 Turbo Ag-Cat,Schweizer Aircraft Corporation,United States,Landplane,Agricultural,Turboprop,1,Light,1,,,
_G73T_1,Frakes G-73T Turbo Mallard,Frakes Aviation Inc,United States,Amphibian,Passenger Airliner,Turboprop,2,Light,17,,,
_G800_1,Aerodis G-802 Orion,A&eacute;rodis SARL,France,Landplane,General Aviation,Piston,1,Light,2,,,
_GA7_1,Gulfstream American GA-7 Cougar,Gulfstream American Corporation,United States,Landplane,General Aviation,Piston,2,Light,4,,,
_GA7_2,Socata TB-360 Tangara,SOCATA (Soci&eacute;t&eacute; de Construction d&#039;Avions de Tourisme et d&#039;Af.),France,Landplane,General Aviation,Piston,2,Light,4,,,
_GA8_1,Gippsland GA-8 Airvan,Gippsland Aeronautics,Australia,Landplane,Passenger Airliner,Piston,1,Light,7,1995,,
_GALX_1,IAI 1126 Galaxy,Israel Aerospace Industries (IAI),Israel,Landplane,Business Jet,Jet,2,Medium,18,,,
_GAVI_1,Aero Mercantil 358 Gavilan,Aero Mercantil SA,Colombia,Landplane,General Aviation,Piston,1,Light,8,,,
_GAZL_1,Abhco SA-342 Gazelle,Arab British Helicopter Company,Egypt,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_GAZL_2,Eurocopter SA-342 Gazelle,Eurocopter Group ,France,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_GAZL_3,Soko SA-341 Partizan,SOKO Air Mostar,Bosnia and Herzegovina,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_GAZL_4,Sud SA-341 Gazelle,Sud Aviation,France,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_GAZL_5,Westland Gazelle,Westland Aircraft,United Kingdom,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_GC1_1,Temco GC-1 Swift,Temco Aircraft Corporation,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_GLAS_1,New Glasair Glasair,New Glasair LLC,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_GLAS_2,Stoddard-Hamilton Glasair,Stoddard-Hamilton Aircraft Inc,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_GLEX_1,Raytheon Sentinel,Raytheon Aircraft Company,United States,Landplane,Business Jet,Jet,2,Medium,19,,,
_GLF2_1,Grumman G-1159 Gulfstream 2,Grumman Aerospace Corporation,United States,Landplane,Business Jet,Jet,2,Medium,19,,,
_GLF2_2,Grumman American G-1159 Gulfstream 2,Grumman American Aviation Corporation,United States,Landplane,Business Jet,Jet,2,Medium,19,,,
_GLF3_1,Gulfstream American G-1159A Gulfstream 3,Gulfstream American Corporation,United States,Landplane,Business Jet,Jet,2,Medium,19,,,
_GLST_1,New Glastar GlaStar,New GlaStar LLC,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_GLST_2,Stoddard-Hamilton SH-4 GlaStar,Stoddard-Hamilton Aircraft Inc,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_GNAT_1,Hawker Siddeley Gnat,Hawker Siddeley,United Kingdom,Landplane,Military Trainer,Jet,1,Light,1,,,
_GP3_1,Pereira GP-3 Osprey 2,George Pereira,United States,Amphibian,General Aviation,Piston,1,Light,,,,
_GP4_1,Pereira GP-4,George Pereira,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_GR51_1,Exclusive P-51G Grand 51,Exclusive Aviation,United States,Landplane,General Aviation,Turboprop,1,Light,2,,,
_GSIS_1,Innovation Genesis,Innovation Engineering Inc,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_GY20_1,Maranda BM-4,Maranda Aircraft Company Ltd,Canada,Landplane,General Aviation,Piston,1,Light,2,,,
_GY80_1,Gardan GY-80 Horizon,Avions Yves Gardan,France,Landplane,General Aviation,Piston,1,Light,4,,,
_GY80_2,Sud GY-80 Horizon,Sud Aviation,France,Landplane,General Aviation,Piston,1,Light,4,,,
_H111_1,CASA 2-111,Construcciones Aeron&aacute;uticas SA (CASA),Spain,Landplane,Bomber,Piston,2,Medium,2,,,
_H12T_1,Soloy Hiller UH-12,Soloy Conversions Ltd,United States,Helicopter,Helicopter,Turboprop,1,Light,3,,,
_H25A_1,Hawker Siddeley HS.125-1,Hawker Siddeley,United Kingdom,Landplane,Business Jet,Jet,2,Medium,14,,,
_H25B_1,British Aerospace BAe-125-800,Britisch Aerospace (BAe),United Kingdom,Landplane,Business Jet,Jet,2,Medium,13,,,
_H25B_2,Hawker Beechcraft 750 / 850 / 900,Hawker Beechcraft Corporation ,United States,Landplane,Business Jet,Jet,2,Medium,13,,,
_H25B_3,Hawker Siddeley HS.125-700,Hawker Siddeley,United Kingdom,Landplane,Business Jet,Jet,2,Medium,13,,,
_H25B_4,Raytheon Hawker 800,Raytheon Aircraft Company,United States,Landplane,Business Jet,Jet,2,Medium,13,,,
_H25C_1,Raytheon Hawker 1000,Raytheon Aircraft Company,United States,Landplane,Business Jet,Jet,2,Medium,15,,,
_H269_1,Bredanardi NH-300,BredaNardi Costruzione Aeronautiche SpA,Italy,Helicopter,Helicopter,Piston,1,Light,2,,,
_H269_2,Nardi NH-300,Fratelli Nardi,Italy,Helicopter,Helicopter,Piston,1,Light,2,,,
_H269_3,Hughes 269,Hughes Helicopters,United States,Helicopter,Helicopter,Piston,1,Light,2,1956,1983,
_H269_4,Kawasaki TH-55,Kawasaki Heavy Industries Aerospace Company,Japan,Helicopter,Helicopter,Piston,1,Light,2,,,
_H269_5,Shanghai Sikorsky Shen 2,Shanghai Sikorsky Aircraft Company Ltd,China,Helicopter,Helicopter,Piston,1,Light,2,,,
_H46_1,Kawasaki KV-107,Kawasaki Heavy Industries Aerospace Company,Japan,Helicopter,Helicopter,Turboprop,2,Medium,25,,,
_H46_2,Vertol 107,Vertol Aircraft Company,United States,Helicopter,Helicopter,Turboprop,2,Medium,25,,,
_H47_1,Meridionali CH-47 Chinook,IMAM (Industrie Meccaniche e Aeronautiche Meridionali),Italy,Helicopter,Helicopter,Turboprop,2,Medium,55,,,
_H47_2,Kawasaki CH-47 Chinook,Kawasaki Heavy Industries Aerospace Company,Japan,Helicopter,Helicopter,Turboprop,2,Medium,55,,,
_H47_3,Boeing CH-47 Chinook,The Boeing Company,United States,Helicopter,Helicopter,Turboprop,2,Medium,55,,,
_H500_1,Agusta NH-500,Agusta,Italy,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_H500_2,Bredanardi NH-500,BredaNardi Costruzione Aeronautiche SpA,Italy,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_H500_3,Hughes 500 Defender,Hughes Helicopters,United States,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_H500_4,Kawasaki 500,Kawasaki Heavy Industries Aerospace Company,Japan,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_H500_5,Korean Air 500 Defender,Korean Air Lines Company Ltd,"Korea, Republic of",Helicopter,Helicopter,Turboprop,1,Light,5,,,
_H500_6,McDonnell Douglas MD-500 Defender,McDonnell Douglas,United States,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_H500_7,Raca 500,Representaciones Aero Comerciales Argentinas SA,Argentina,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_H500_8,Boeing MD-500,The Boeing Company,United States,Helicopter,Helicopter,Turboprop,1,Light,5,,,
_H53_1,Vfw CH-53G,VFW-Fokker GmbH,Germany,Helicopter,Helicopter,Turboprop,2,Medium,38,,,
_H60_1,Asta S-70 Seahawk,Aerospace Technologies of Australia Pty Ltd,Australia,Helicopter,Helicopter,Turboprop,2,Medium,4,,,
_H60_2,Hawker de Havilland S-70 Black Hawk,Hawker De Havilland Australia Pty Ltd,Australia,Helicopter,Helicopter,Turboprop,2,Medium,4,,,
_H60_3,Korean Air UH-60 Black Hawk,Korean Air Lines Company Ltd,"Korea, Republic of",Helicopter,Helicopter,Turboprop,2,Medium,4,,,
_H60_4,Mitsubishi SH-60 Seahawk,Mitsubishi Heavy Industries,Japan,Helicopter,Helicopter,Turboprop,2,Medium,4,,,
_H60_5,Westland WS-70,Westland Aircraft,United Kingdom,Helicopter,Helicopter,Turboprop,2,Medium,4,,,
_H64_1,Fuji AH-64 Longbow Apache,Fuji Heavy Industries,Japan,Helicopter,Military Helicopter,Turboprop,2,Medium,2,,,
_H64_2,Hughes AH-64 Apache,Hughes Helicopters,United States,Helicopter,Military Helicopter,Turboprop,2,Medium,2,,,
_H64_3,McDonnell Douglas AH-64 Apache,McDonnell Douglas,United States,Helicopter,Military Helicopter,Turboprop,2,Medium,2,,,
_H64_4,Westland WAH-64 Longbow Apache,Westland Aircraft,United Kingdom,Helicopter,Military Helicopter,Turboprop,2,Medium,2,,,
_HA4T_1,Hawker Beechcraft Hawker 4000,Hawker Beechcraft Corporation ,United States,Landplane,Business Jet,Jet,2,Medium,8,,,
_HA4T_2,Raytheon 4000 Hawker Horizon,Raytheon Aircraft Company,United States,Landplane,Business Jet,Jet,2,Medium,8,,,
_HAR_1,Alenia AV-8 Harrier,Alenia Aeronautica,Italy,Landplane,Fighter,Jet,1,Medium,1,,,
_HAR_2,British Aerospace Harrier II,Britisch Aerospace (BAe),United Kingdom,Landplane,Fighter,Jet,1,Medium,1,1985,?,143
_HAR_3,British Aerospace Sea Harrier ,Britisch Aerospace (BAe),United Kingdom,Landplane,Fighter,Jet,1,Medium,1,1978,,120
_HAR_4,CASA EAV-8 Matador,Construcciones Aeron&aacute;uticas SA (CASA),Spain,Landplane,Fighter,Jet,1,Medium,1,,,
_HAR_5,McDonnell Douglas AV-8 Harrier,McDonnell Douglas,United States,Landplane,Fighter,Jet,1,Medium,1,,,
_HAR_6,Boeing AV-8 Harrier,The Boeing Company,United States,Landplane,Fighter,Jet,1,Medium,1,,,
_HAWK_1,Bae Systems CT-155 Hawk,BAE Systems,United Kingdom,Landplane,Military Trainer,Jet,1,Medium,2,,,
_HAWK_2,Bae Systems Australia Hawk,BAE Systems Australia Ltd,Australia,Landplane,Military Trainer,Jet,1,Medium,2,,,
_HAWK_3,Denel Hawk,Denel Aviation,South Africa,Landplane,Military Trainer,Jet,1,Medium,2,,,
_HAWK_4,F+W Emmen Hawk,Eidgen&ouml;ssisches Flugzeugwerk,Switzerland,Landplane,Military Trainer,Jet,1,Medium,2,,,
_HAWK_5,Hawker Siddeley Hawk,Hawker Siddeley,United Kingdom,Landplane,Military Trainer,Jet,1,Medium,2,,,
_HAWK_6,Hindustan Hawk,Hindustan Aeronautics Limited (HAL),India,Landplane,Military Trainer,Jet,1,Medium,2,,,
_HAWK_8,Boeing T-45 Goshawk,The Boeing Company,United States,Landplane,Military Trainer,Jet,1,Medium,2,,,
_HAWK_9,Valmet Hawk,Valmet Aviation Industries,Finland,Landplane,Military Trainer,Jet,1,Medium,2,,,
_HB23_1,Hb-Aircraft HB-23 Hobbyliner,HB-Aircraft Industries Luftfahrzeug AG,Austria,Landplane,Motor-Glider,Piston,1,Light,2,,,
_HB23_2,Hb-Flugtechnik HB-23 Hobbyliner,HB-Flugtechnik,Austria,Landplane,Motor-Glider,Piston,1,Light,2,,,
_HERN_1,Hawker Siddeley DH.114 Heron,Hawker Siddeley,United Kingdom,Landplane,Passenger Airliner,Piston,4,Light,14,,,
_HERN_2,Riley Heron,Riley Aircraft Corporation,United States,Landplane,Passenger Airliner,Piston,4,Light,14,,,
_HF20_1,HFB-320 Hansa,Messerschmitt-B&ouml;lkow-Blohm (MBB),Germany,Landplane,Business Jet,Jet,2,Medium,15,,,
_HM38_1,Falconar HM-380 Ladybug,Falconar Air Engineering,Canada,Landplane,General Aviation,Piston,1,Light,2,1965,,
_HORZ_1,Fisher Aero Horizon,Fisher Aero Corporation,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_HUCO_1,Fuji AH-1 HueyCobra,Fuji Heavy Industries,Japan,Helicopter,Military Helicopter,Turboprop,1,Light,2,,,
_HUSK_1,Christen A-1 Husky,Christen Industries Inc,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_I22_1,Instytut Lotnictwa I-22 Iryda,Instytut Lotnictwa,Poland,Landplane,Military Trainer,Jet,2,Medium,2,,,
_I23_1,Instytut Lotnictwa I-23 Manager,Instytut Lotnictwa,Poland,Landplane,_unknown_,Piston,1,Light,,,,
_IA50_1,Dinfia IA-50 Guarani 2,Direcci&oacute;n Nacional de Investigaciones y Fabricaciones Aer.,Argentina,Landplane,Passenger Airliner,Turboprop,2,Medium,15,,,
_IA51_1,Fma IA-51 Tehuelche,Fabrica Militar de Aviones (FMA),Argentina,Landplane,General Aviation,Piston,1,Light,3,,,
_IA63_1,Lmaasa IA-63 Pampa,Lockheed Martin Aircraft Argentina SA,Argentina,Landplane,Military Trainer,Jet,1,Light,2,,,
_IL14_1,Avia Av-14,AVIA Motors,Czech Republic,Landplane,Passenger Airliner,Piston,2,Medium,28,,,
_IL14_2,Veb Il-14,Vereinigung Volkseigener Betriebe Flugzeugbau Dresden,Germany,Landplane,Passenger Airliner,Piston,2,Medium,28,,,
_IL28_1,Harbin HZ-5,Harbin Aircraft Manufacturing Corporation (HAMC),China,Landplane,Bomber,Jet,2,Medium,3,,,
_IMPU_1,Xtremeair Xtreme 1000,XtremeAir GmbH,Germany,Landplane,General Aviation,Piston,1,Light,,,,
_IPAN_1,Neiva EMB-201 Ipanema,Industria Aeron&aacute;utica Neiva SA,Brazil,Landplane,General Aviation,Piston,1,Light,1,,,
_IR27_1,IAR-827 Dacic,Intreprinderea de Avioane Bucuresti,Romania,Landplane,Agricultural,Piston,1,Light,1,,,
_IR99_1,IAR-99 Şoim,Intreprinderea de Avioane Craiova,Romania,Landplane,Military Trainer,Jet,1,Light,2,,,
_IS28_1,ICA IS-28,IAR (Industria Aeronautic� Rom&acirc;n�),Romania,Landplane,Glider,No engine,0,Light,2,1970,,
_J1_1,Taylorcraft J-1 Autocrat,Taylorcraft Aeroplanes (England) Ltd,United States,Landplane,General Aviation,Piston,1,Light,3,,,
_J177_1,Euro Pingouin JA-177 Pingouin 152,Euro Pingouin Team,France,Landplane,Ultralight,Piston,1,Light,2,,,
_J2_1,Piper J-2 Cub,"Piper Aircraft, Inc",United States,Landplane,General Aviation,Piston,1,Light,2,,,
_J3_1,American Legend AL-3C Legend Cub,American Legend Aircraft Company,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_J3_2,Cub J-3 Cub,Cub Aircraft Company,Canada,Landplane,General Aviation,Piston,1,Light,2,,,
_J3_3,Henderson Little Bear,Henderson Aero Specialties Inc,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_J3_4,Texas Sport TX-3 Texas Sport,Texas Sport Aircraft Company,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_J3_5,Wagaero Cuby Sport Trainer,WagAero Inc,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_J300_1,Sauper J-300 Joker,Sauper Aviation SA,France,Landplane,Ultralight,Piston,1,Light,,,,
_J328_1,Fairchild Dornier 328JET Envoy 3,Fairchild Aerospace Corporation,United States,Landplane,Passenger Airliner,Jet,2,Medium,34,,,
_J328_2,328 Support Services Dornier 328JET,328 Support Services GmbH,Germany,Landplane,Passenger Airliner,Jet,2,Medium,34,,,
_J328_3,Avcraft Dornier 328JET,AvCraft Aviation,United States,Landplane,Passenger Airliner,Jet,2,Medium,34,,,
_J328_4,Ruag Dornier 328 JET Envoy,RUAG Aerospace,Switzerland,Landplane,Passenger Airliner,Jet,2,Medium,34,,,
_JAB4_1,Jabiru J200,Jabiru Aircraft,Australia,Landplane,General Aviation,Piston,1,Light,2,?,,
_JAB4_2,Seabird Yamamah J430,Seabird Aviation Australia Pty Ltd,Australia,Landplane,General Aviation,Piston,1,Light,2,,,
_JACE_1,Acro Sport Junior Ace,Acro Sport Inc,United States,Landplane,General Aviation,Piston,1,Light,1,,,
_JACE_2,Corben Junior Ace,Corben Aircraft Company,United States,Landplane,General Aviation,Piston,1,Light,,,,
_JACE_3,Pober Junior Ace,Paul H.Poberezny,United States,Landplane,General Aviation,Piston,1,Light,,,,
_JAGR_1,Hindustan Jaguar,Hindustan Aeronautics Limited (HAL),India,Landplane,Other military,Jet,2,Medium,1,,,
_JAJ5_1,Janowski J-5 Marco,Jaroslaw Janowski,Poland,Landplane,Motor-Glider,Piston,1,Light,1,,,
_JAJ5_2,Aviation Farm J-5 Marco,Aviation Farm Ltd,Poland,Landplane,Motor-Glider,Piston,1,Light,1,,,
_JAJ5_3,Marco J-5 Marco,Marco-Elektronik Company,Poland,Landplane,Motor-Glider,Piston,1,Light,1,,,
_JCOM_1,IAI Westwind,Israel Aerospace Industries (IAI),Israel,Landplane,Business Jet,Jet,2,Medium,10,1963,,
_JFOX_1,Airo 1,Airo Aviation FZ-LLC,United Arab Emirates,Landplane,Ultralight,Piston,1,Light,2,2008,,
_JPRO_1,Hunting Percival P-84 Jet Provost,Hunting Percival Aircraft Ltd,United Kingdom,Landplane,Military Trainer,Jet,1,Light,2,,,
_JPRO_2,Hunting P-84 Jet Provost,Hunting Aircraft Ltd,United Kingdom,Landplane,Military Trainer,Jet,1,Light,2,,,
_JS1_1,Jetstream Jetstream 1,Jetstream Aircraft Ltd,United Kingdom,Landplane,Passenger Airliner,Turboprop,2,Light,19,,,
_JS20_1,Handley Page HP.137 Jetstream 200,Handley Page Limited,United Kingdom,Landplane,Passenger Airliner,Turboprop,2,Light,,,,
_JS20_2,Scottish Aviation Jetstream T.Mk.1,Scottish Aviation Ltd,United Kingdom,Landplane,Passenger Airliner,Turboprop,2,Light,,,,
_JS3_1,Volpar Century Jetstream 3,Volpar Inc,United States,Landplane,Passenger Airliner,Turboprop,2,Light,,,,
_JS32_1,British Aerospace Jetstream Super 31,Britisch Aerospace (BAe),United Kingdom,Landplane,Passenger Airliner,Turboprop,2,Medium,19,,,
_JS41_1,Ai(R) BAe-4100 Jetstream 41,Aero International,United Kingdom,Landplane,Passenger Airliner,Turboprop,2,Medium,30,,,
_JS41_2,Jetstream BAe-4100 Jetstream 41,Jetstream Aircraft Ltd,United Kingdom,Landplane,Passenger Airliner,Turboprop,2,Medium,30,,,
_JSQA_1,General Avia F-1300 Jet Squalus,General Avia Costruzioni Aeronautiche SRL,Italy,Landplane,Military Trainer,Jet,1,Light,,,,
_JU52_1,CASA 352,Construcciones Aeron&aacute;uticas SA (CASA),Spain,Landplane,Passenger Airliner,Piston,3,Medium,18,,,
_JUNR_1,B&ouml;lkow BO-208 Junior,B&ouml;lkow-Apparatebau GmbH,Germany,Landplane,General Aviation,Piston,1,Light,4,,,
_JUNR_2,Andreasson BA-7,Bj&ouml;rn Andreasson,Sweden,Landplane,General Aviation,Piston,1,Light,4,,,
_K126_1,ICA Ka-126,Intreprinderea de Constructii Aeronautice,Romania,Helicopter,Helicopter,Turboprop,1,Light,6,,,
_K8_1,Nanchang K-8 Karakorum,Nanchang Aircraft Manufacturing Company,China,Landplane,Military Trainer,Jet,1,Light,2,,,
_KAK3_1,Junkers Profly Junka,Junkers Profly France,France,Landplane,General Aviation,Piston,1,Light,,,,
_KFIS_1,Warner W-1 Super Kingfisher,Richard Warner Aviation Inc,United States,Amphibian,General Aviation,Piston,1,Light,2,,,
_KIS2_1,Pulsar Sport 150,Pulsar Aircraft Corporation,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_KIS4_1,Pulsar Super Cruiser,Pulsar Aircraft Corporation,United States,Landplane,General Aviation,Piston,1,Light,4,,,
_KIWI_1,Valentin Kiwi,Valentin Flugzeugbau GmbH,Germany,Landplane,_unknown_,Piston,1,Light,,,,
_KL07_1,Nabern Kl-107,Apparatebau Nabern GmbH,Germany,Landplane,General Aviation,Piston,1,Light,2,,,
_KL07_2,B&ouml;lkow Kl-107,B&ouml;lkow-Apparatebau GmbH,Germany,Landplane,General Aviation,Piston,1,Light,2,,,
_KP2_1,Jihlavan KP-2 Rapid 200,Jihlavan Airplanes sro,Czech Republic,Landplane,Ultralight,Piston,1,Light,2,,,
_KR21_1,Fairchild KR-21 Challenger (C-6),Fairchild Aircraft,United States,Landplane,General Aviation,Piston,1,Light,2,?,,
_KR31_1,Fairchild KR-31 Challenger (C-2),Fairchild Aircraft,United States,Landplane,General Aviation,Piston,1,Light,2,?,,
_KR34_1,Fairchild KR-34 Challenger,Fairchild Aircraft,United States,Landplane,General Aviation,Piston,1,Light,2,,,
_KT1_1,Daewoo KT-1 Woong-Bee,Daewoo Heavy Industries Company Ltd,"Korea, Republic of",Landplane,Military Trainer,Turboprop,1,Light,2,,,
_KTOO_1,Amax J-6 Karatoo,Amax Engineering,Australia,Landplane,Ultralight,Piston,1,Light,2,,,
_KTOO_2,Anglin J-6 Karatoo,Anglin Special Aero Planes Inc,United States,Landplane,Ultralight,Piston,1,Light,2,,,
_KTOO_3,Country Air J-6 Karatoo,Country Air Inc,United States,Landplane,Ultralight,Piston,1,Light,2,,,
_KTOO_4,Grover J-6 Karatoo,Grover Aircraft Corporation,United States,Landplane,Ultralight,Piston,1,Light,2,,,
_L11_1,Temco 11A Sedan,Temco Aircraft Corporation,United States,Landplane,General Aviation,Piston,1,Light,4,,,
_L11E_1,Quartz QMA 11E,Quartz Mountain Aerospace,United States,Landplane,General Aviation,Piston,1,Light,4,,,
_L13_1,Longren L-13 Centaur,Longren Aircraft Company Inc,United States,Landplane,Other military,Piston,1,Light,3,,,
_L18_1,Howard 250,Howard Aero Inc,United States,Landplane,Passenger Airliner,Piston,2,Medium,18,,,
_L18_2,Lear Learstar,Lear Inc,United States,Landplane,Passenger Airliner,Piston,2,Medium,18,,,
